Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::~vector() [462]
[444]    0.0    0.00    0.00       1         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [444]
                0.00    0.00       1/3           std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [413]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [441]
-----------------------------------------------
                0.00    0.00       1/1           std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [446]
[445]    0.0    0.00    0.00       1         std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [445]
                0.00    0.00       1/1           main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}& std::_Any_data::_M_access<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>() [464]
-----------------------------------------------
                0.00    0.00       1/1           std::_Function_handler<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&), main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [452]
[446]    0.0    0.00    0.00       1         std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [446]
                0.00    0.00       1/1           std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [445]
-----------------------------------------------
                0.00    0.00       1/1           std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::function<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}, void>(main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&&) [135]
[447]    0.0    0.00    0.00       1         bool std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_not_empty_function<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>(main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1} const&) [447]
-----------------------------------------------
                0.00    0.00       1/1           std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::function<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}, void>(main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&&) [135]
[448]    0.0    0.00    0.00       1         std::_Function_base::_Function_base() [448]
-----------------------------------------------
                0.00    0.00       1/1           std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::~function() [463]
[449]    0.0    0.00    0.00       1         std::_Function_base::~_Function_base() [449]
                0.00    0.00       1/1           std::_Function_handler<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&), main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [452]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::~_Vector_impl() [432]
[450]    0.0    0.00    0.00       1         std::__new_allocator<std::vector<float, std::allocator<float> > >::~__new_allocator() [450]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [441]
[451]    0.0    0.00    0.00       1         std::__new_allocator<float>::~__new_allocator() [451]
-----------------------------------------------
                0.00    0.00       1/1           std::_Function_base::~_Function_base() [449]
[452]    0.0    0.00    0.00       1         std::_Function_handler<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&), main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [452]
                0.00    0.00       1/1           std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [446]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[453]    0.0    0.00    0.00       1         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [453]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [454]
-----------------------------------------------
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [453]
[454]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [454]
                0.00    0.00       1/3           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [412]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&) [456]
-----------------------------------------------
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [458]
[455]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [455]
-----------------------------------------------
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [454]
[456]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&) [456]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[457]    0.0    0.00    0.00       1         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [457]
                0.00    0.00       2/2           std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [416]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [458]
-----------------------------------------------
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [457]
[458]    0.0    0.00    0.00       1         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [458]
                0.00    0.00       2/3           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [412]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [455]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0() [427]
[459]    0.0    0.00    0.00       1         std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::vector() [459]
                0.00    0.00       1/1           std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_base() [436]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[460]    0.0    0.00    0.00       1         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [460]
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [439]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[461]    0.0    0.00    0.00       1         std::vector<float, std::allocator<float> >::vector() [461]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_Vector_base() [443]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[462]    0.0    0.00    0.00       1         std::vector<float, std::allocator<float> >::~vector() [462]
                0.00    0.00       1/5           std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [402]
                0.00    0.00       1/1           void std::_Destroy<float*>(float*, float*) [466]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [444]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[463]    0.0    0.00    0.00       1         std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::~function() [463]
                0.00    0.00       1/1           std::_Function_base::~_Function_base() [449]
-----------------------------------------------
                0.00    0.00       1/1           std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [445]
[464]    0.0    0.00    0.00       1         main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}& std::_Any_data::_M_access<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>() [464]
                0.00    0.00       1/2           std::_Any_data::_M_access() [426]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~vector() [525]
[465]    0.0    0.00    0.00       1         void std::_Destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [465]
                0.00    0.00       1/1           void std::_Destroy_aux<false>::__destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [429]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::~vector() [462]
[466]    0.0    0.00    0.00       1         void std::_Destroy<float*>(float*, float*) [466]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [430]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [4] count_pair(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [431] std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::_Vector_impl() [424] std::vector<float, std::allocator<float> >::end()
  [42] initialize(int&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<float, std::allocator<float> >&) [432] std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::~_Vector_impl() [425] std::vector<float, std::allocator<float> >::begin()
   [2] beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [433] std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_deallocate(std::vector<float, std::allocator<float> >*, unsigned long) [132] std::vector<float, std::allocator<float> >::push_back(float const&)
 [124] print_answer(int, std::vector<Operation, std::allocator<Operation> > const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [434] std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl_data::_Vector_impl_data() [461] std::vector<float, std::allocator<float> >::vector()
   [3] best_operations_random(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [435] std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_get_Tp_allocator() [462] std::vector<float, std::allocator<float> >::~vector()
 [427] __static_initialization_and_destruction_0() (evalution.cpp) [436] std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_base() [385] std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
  [14] rotate(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, Operation) [437] std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~_Vector_base() [386] std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&)
  [47] rand_int(int, int)    [285] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [126] std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long)
  [13] unrotate(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, Operation) [256] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&&) [383] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&)
  [74] BeamNode::BeamNode(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::vector<Operation, std::allocator<Operation> >&&, float) [276] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [25] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
 [273] BeamNode::BeamNode(BeamNode&&) [438] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [119] std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
 [115] BeamNode::BeamNode(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<Operation, std::allocator<Operation> > const&, float) [239] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [50] std::vector<int, std::allocator<int> >::~vector()
  [65] BeamNode::~BeamNode() [238] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [26] std::vector<int, std::allocator<int> >::operator[](unsigned long)
  [82] BeamNode::operator=(BeamNode&&) [290] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [71] std::_Rb_tree_iterator<std::pair<float, Operation> > std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_insert_<std::pair<float, Operation>, std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<float, Operation>&&, std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_Alloc_node&)
 [185] __gnu_cxx::__aligned_membuf<std::pair<float, Operation> >::_M_ptr() [263] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data const&) [221] std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_Alloc_node::_Alloc_node(std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >&)
 [186] __gnu_cxx::__aligned_membuf<std::pair<float, Operation> >::_M_addr() [310] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data&) [222] std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_get_node()
 [243] __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::__normal_iterator(BeamNode* const&) [257] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data&&) [223] std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_put_node(std::_Rb_tree_node<std::pair<float, Operation> >*)
 [351] __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::operator--() [268] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [224] std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_drop_node(std::_Rb_tree_node<std::pair<float, Operation> >*)
 [307] __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::operator++() [212] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [345] std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_Rb_tree_impl<std::less<std::pair<float, Operation> >, true>::_Rb_tree_impl()
 [249] __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::__normal_iterator(Operation* const&) [258] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&) [346] std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_Rb_tree_impl<std::less<std::pair<float, Operation> >, true>::~_Rb_tree_impl()
 [298] __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::operator++() [318] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::allocator<std::vector<int, std::allocator<int> > > const&) [93] std::_Rb_tree_node<std::pair<float, Operation> >* std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_create_node<std::pair<float, Operation> >(std::pair<float, Operation>&&)
  [56] __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >::__normal_iterator(Operation const* const&) [291] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [225] std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<float, Operation> >*)
 [228] __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >::operator++() [439] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [17] std::pair<std::_Rb_tree_iterator<std::pair<float, Operation> >, bool> std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_insert_unique<std::pair<float, Operation> >(std::pair<float, Operation>&&)
 [269] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&) [240] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [94] void std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_construct_node<std::pair<float, Operation> >(std::_Rb_tree_node<std::pair<float, Operation> >*, std::pair<float, Operation>&&)
 [174] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [420] std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [157] std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_get_Node_allocator()
